,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000178078.11,STAP2,55620,19,-1,4324043,4342786,0.23942804,5.238337739,1.785439605,0.196256213,0.405580116
ENSG00000178093.13,TSSK6,83983,19,-1,19512418,19515548,0.13761254,0.726267035,0.319176557,0.578288119,0.749280988
ENSG00000178096.9,BOLA1,51027,1,1,149887890,149900798,-0.365177265,3.453555773,1.30172577,0.267168301,0.4837039
ENSG00000178104.19,PDE4DIP,9659,1,1,148808140,149048286,0.268512172,5.609340062,9.057221389,0.006842866,0.057536461
ENSG00000178105.11,DDX10,1662,11,1,108665058,108940999,-0.25444788,4.789404036,4.465497848,0.047146546,0.178960379
ENSG00000178127.13,NDUFV2,4729,18,1,9102630,9134345,-0.360132197,6.149618303,3.728159518,0.067575901,0.220320269
ENSG00000178149.17,DALRD3,55152,3,-1,49015488,49022293,0.043870648,5.259993849,0.075695958,0.785995553,0.887754495
ENSG00000178177.15,LCORL,254251,4,-1,17841187,18021876,-0.088429267,3.646936143,0.570299187,0.458805416,0.656341222
ENSG00000178184.16,PARD6G,84552,18,-1,80157232,80247514,0.21313502,3.165407816,2.111797828,0.161438935,0.36370337
ENSG00000178188.14,SH2B1,25970,16,1,28846600,28874212,0.374927376,5.844318559,3.91461577,0.061584917,0.208436534
ENSG00000178199.13,ZC3H12D,340152,6,-1,149446795,149485014,-0.222023179,1.56530437,0.824153194,0.878312512,0.937098577
ENSG00000178202.13,POGLUT3,143888,11,-1,108472112,108498405,-0.47189878,5.716366183,10.59684705,0.003903534,0.040918755
ENSG00000178209.15,PLEC,5339,8,-1,143915153,143976734,-0.089028469,10.10233749,0.123013434,0.729399193,0.85360618
ENSG00000178226.10,PRSS36,146547,16,-1,31138926,31150083,0.494259127,-0.37717841,3.781050385,0.06581094,0.21715552
ENSG00000178229.8,ZNF543,125919,19,1,57320472,57330770,0.133170175,1.77018894,0.720471863,0.405879033,0.613601635
ENSG00000178234.13,GALNT11,63917,7,1,152025674,152122340,0.046812866,5.853529105,0.337602187,0.567606669,0.742297266
ENSG00000178252.18,WDR6,11180,3,1,49007062,49015953,0.276599391,7.616063742,4.553534223,0.045217592,0.174321971
ENSG00000178295.15,GEN1,348654,2,1,17753858,17788946,-0.288643725,4.400305363,5.53525208,0.028814444,0.132422352
ENSG00000178301.3,AQP11,282679,11,1,77589391,77610356,0.297289353,1.680865456,2.425611342,0.134807057,0.328903668
ENSG00000178307.9,TMEM11,8834,17,-1,21197954,21214176,-0.27051281,4.656099465,1.501701921,0.234425687,0.448220582
ENSG00000178338.11,ZNF354B,117608,5,1,178859953,178888122,0.172373964,2.540333893,0.638280515,0.433574602,0.635489621
ENSG00000178363.4,CALML3,810,10,1,5524961,5526771,0.673862097,3.214532447,1.104408466,0.305640069,0.523521329
ENSG00000178372.7,CALML5,51806,10,-1,5498697,5499570,0.327038495,4.222500015,0.441525964,0.513858173,0.701941113
ENSG00000178381.11,ZFAND2A,90637,7,-1,1152071,1160759,-0.299475651,4.197917667,1.449914769,0.242382357,0.457740441
ENSG00000178385.15,PLEKHM3,389072,2,-1,207821288,208025527,0.282374004,3.655294434,2.545748287,0.126029084,0.317014334
ENSG00000178386.13,ZNF223,7766,19,1,44051367,44067999,0.143883905,2.170591104,0.813272579,0.377721135,0.589082284
ENSG00000178397.13,FAM220A,84792,7,-1,6329411,6348981,2.116295315,3.122231252,1.664476358,0.211490809,0.424144519
ENSG00000178401.16,DNAJC22,79962,12,1,49346888,49357546,0.220117706,4.721490491,3.649708671,0.070295178,0.225339289
ENSG00000178409.13,BEND3,57673,6,-1,107065182,107115515,-0.354270887,2.994523386,5.38639425,0.030799974,0.137512645
ENSG00000178425.14,NT5DC1,221294,6,1,116100851,116249497,-0.056585959,5.345810948,0.423570346,0.522453621,0.708611003
ENSG00000178440.6,TIMM23B-AGAP6,NA,10,1,49942056,50011654,-0.064494098,3.174456905,0.189000324,0.668332354,0.812823956
ENSG00000178445.9,GLDC,2731,9,-1,6532467,6645729,-2.192888324,2.446943931,22.56377723,0.00011761,0.005637764
ENSG00000178449.9,COX14,84987,12,1,50112082,50120457,-0.262552544,4.592032755,0.907726881,0.351916123,0.567158431
ENSG00000178460.18,MCMDC2,157777,8,1,66870749,66922048,0.212210649,0.285864003,0.823266184,0.72765174,0.852153447
ENSG00000178462.12,TUBAL3,79861,10,-1,5393101,5404828,-0.36799494,3.183209129,1.086413076,0.309511503,0.527384429
ENSG00000178467.18,P4HTM,54681,3,1,48989889,49007153,0.570740072,5.076017497,32.47369308,1.33E-05,0.00194756
ENSG00000178498.16,DTX3,196403,12,1,57604622,57609804,0.079412348,4.191624633,0.294952849,0.592972751,0.758820345
ENSG00000178502.6,KLHL11,55175,17,-1,41848518,41865423,-0.081775584,2.659607043,0.084398382,0.77436758,0.881271429
ENSG00000178531.6,CTXN1,404217,19,-1,7924491,7926135,-0.017839925,5.034031017,0.019523057,0.89025312,0.943337754
ENSG00000178537.10,SLC25A20,788,3,-1,48856926,48898904,0.628099059,4.140538613,17.53022285,0.000441397,0.011703978
ENSG00000178567.7,EPM2AIP1,9852,3,-1,36985043,36993131,0.122363723,4.735559631,0.519048963,0.479455076,0.673653683
ENSG00000178573.7,MAF,4094,16,-1,79585843,79600737,0.588517153,2.399196228,3.630721248,0.070972151,0.22589671
ENSG00000178585.15,CTNNBIP1,56998,1,-1,9848276,9910336,0.04416685,5.871856846,0.180269609,0.675603782,0.817130551
ENSG00000178605.13,GTPBP6,8225,X,-1,304529,318796,-0.119736,5.89378818,0.70287627,0.41157381,0.617157775
ENSG00000178607.16,ERN1,2081,17,-1,64039080,64130819,0.146151169,4.034561993,1.026392238,0.322920962,0.540475318
ENSG00000178623.12,GPR35,2859,2,1,240605430,240633159,0.10662367,5.365895644,0.412132474,0.528066443,0.712088796
ENSG00000178662.16,CSRNP3,80034,2,1,165469647,165689407,0.126221219,-0.20082668,0.045932017,0.832435705,0.912746941
ENSG00000178665.16,ZNF713,349075,7,1,55887456,55942530,0.602719748,1.24920058,8.675977093,0.007907107,0.062255073
ENSG00000178685.14,PARP10,84875,8,-1,143977153,144012772,0.513417345,6.436959436,7.777823671,0.011222806,0.075942962
ENSG00000178691.11,SUZ12,23512,17,1,31937007,32001038,-0.269890907,5.785743311,10.52692625,0.004001386,0.041684968
ENSG00000178694.10,NSUN3,63899,3,1,94062980,94131832,0.353714489,3.862034183,6.710556357,0.01734646,0.098672645
ENSG00000178695.5,KCTD12,115207,13,-1,76880175,76886405,0.177016014,3.585209444,0.558792442,0.463311624,0.659425991
ENSG00000178700.7,DHFR2,200895,3,-1,94047836,94063389,0.232305615,3.522814418,4.239426898,0.052544739,0.190516252
ENSG00000178718.6,RPP25,54913,15,-1,74954418,74956772,-0.277118626,4.990554467,2.630222561,0.120262916,0.30850152
ENSG00000178719.17,GRINA,2907,8,1,143990056,143993415,0.209391653,7.118394346,8.300582696,0.00913793,0.067734115
ENSG00000178726.6,THBD,7056,20,-1,23045633,23049672,0.277144087,4.086791851,0.740849547,0.402660745,0.610724045
ENSG00000178741.12,COX5A,9377,15,-1,74919791,74938083,-0.167332589,6.315752649,1.022044766,0.323923148,0.541207845
ENSG00000178750.3,STX19,415117,3,-1,94014365,94028597,-0.068662473,0.789175045,0.052480185,0.981226173,0.990936913
ENSG00000178752.16,ERFE,151176,2,1,238158970,238168900,-0.431658905,1.656609268,2.999024112,0.098471305,0.275233565
ENSG00000178761.15,FAM219B,57184,15,-1,74899992,74906883,-0.13603447,5.077177051,1.635276335,0.215388638,0.428866956
ENSG00000178764.8,ZHX2,22882,8,1,122781655,122974510,0.325233933,4.439486454,5.026062928,0.036279029,0.15173793
ENSG00000178773.15,CPNE7,27132,16,1,89575758,89597246,-0.328264241,5.15294579,3.227394418,0.087300359,0.255263223
ENSG00000178802.18,MPI,4351,15,1,74890005,74902219,0.013103796,5.71076743,0.018524666,0.893077515,0.944844025
ENSG00000178809.11,TRIM73,375593,7,1,75395063,75410996,0.187309585,1.516847976,0.219944079,0.644075635,0.793969011
ENSG00000178814.17,OPLAH,26873,8,-1,144051266,144063965,0.461821274,5.031051534,8.121557554,0.009798922,0.070059172
ENSG00000178821.13,TMEM52,339456,1,-1,1917590,1919279,0.031729133,1.133082272,0.00792335,0.929942991,0.962568448
ENSG00000178826.11,TMEM139,135932,7,1,143279957,143288048,0.427401046,4.233902376,1.75297537,0.200206286,0.410864898
ENSG00000178828.7,RNF186,54546,1,-1,19814029,19815283,0.483218486,0.555521527,0.472272234,0.502216616,0.692805699
ENSG00000178852.16,EFCAB13,124989,17,1,47323290,47441312,0.251809881,0.770082217,0.827983622,0.373524935,0.585871033
ENSG00000178878.12,APOLD1,81575,12,1,12725917,12829975,-0.026943347,2.904937283,0.041122957,0.841317718,0.918164721
ENSG00000178882.14,RFLNA,144347,12,1,123973241,124316024,0.104782236,3.79611256,0.231983073,0.635204348,0.787360358
ENSG00000178896.9,EXOSC4,54512,8,1,144078648,144080648,-0.258722911,5.5189554,1.627620756,0.216425521,0.43003099
ENSG00000178904.19,DPY19L3,147991,19,1,32405543,32485895,0.006268838,4.018542694,0.00156228,0.968857082,0.983978353
ENSG00000178913.7,TAF7,6879,5,-1,141259884,141320784,0.043729941,7.144975412,0.392158695,0.538139334,0.720595163
ENSG00000178917.16,ZNF852,285346,3,-1,44494847,44510636,-0.097128576,0.576957316,0.208435674,0.893873394,0.944895532
ENSG00000178921.14,PFAS,5198,17,1,8247618,8270491,-0.3166083,5.264016635,4.242945862,0.05245548,0.190358214
ENSG00000178922.16,HYI,81888,1,-1,43450989,43453989,-0.092997372,4.494105158,0.307335791,0.585370785,0.75417929
ENSG00000178927.18,CYBC1,79415,17,-1,82440912,82450829,0.189644288,5.666091989,5.28557752,0.03223239,0.140946337
ENSG00000178935.5,ZNF552,79818,19,-1,57803841,57814913,0.131087777,3.280849532,0.946219635,0.342122608,0.558179793
ENSG00000178947.9,SMIM10L2A,399668,X,1,135421944,135428075,0.791367154,1.384894337,6.732269901,0.020059471,0.107252899
ENSG00000178950.17,GAK,2580,4,-1,849276,932373,0.4342583,6.545918524,8.327616167,0.009042503,0.067307902
ENSG00000178951.9,ZBTB7A,51341,19,-1,4043303,4066899,0.206043661,6.274448491,1.611389204,0.218644892,0.432473816
ENSG00000178952.11,TUFM,7284,16,-1,28842411,28846348,-0.168015085,8.301087053,2.373118941,0.138870822,0.334392202
ENSG00000178966.16,RMI1,80010,9,1,83980798,84004074,-0.44391761,3.794012206,19.34943107,0.000268046,0.008711926
ENSG00000178971.15,CTC1,80169,17,-1,8224815,8248058,0.283669834,4.850843859,3.577928354,0.072894313,0.229145017
ENSG00000178974.10,FBXO34,55030,14,1,55271344,55370053,0.341167878,5.673116042,6.489196864,0.019040867,0.10460052
ENSG00000178980.15,SELENOW,6415,19,1,47778677,47784686,-0.299684341,7.430691449,1.084021818,0.310030977,0.527781827
ENSG00000178982.9,EIF3K,27335,19,1,38619082,38636955,-0.281588731,7.189498514,1.617553604,0.217798648,0.431750962
ENSG00000178988.11,MRFAP1L1,114932,4,-1,6707701,6709865,0.049656262,5.966331841,0.447267371,0.511163246,0.700017175
ENSG00000178996.14,SNX18,112574,5,1,54517759,54546586,0.269646969,4.506089461,4.452527507,0.047438583,0.179695643
ENSG00000178999.13,AURKB,9212,17,-1,8204733,8210600,-1.131834765,4.806516656,24.73439697,6.99E-05,0.00418666
ENSG00000179010.14,MRFAP1,93621,4,1,6640091,6642729,-0.140517962,8.300546477,1.56182944,0.225602119,0.439777213
ENSG00000179021.10,C3orf38,285237,3,1,88149959,88168729,-0.224943469,4.307401601,3.625025587,0.071176687,0.226186326
ENSG00000179023.8,KLHDC7A,127707,1,1,18480930,18485974,1.33863383,0.630665045,21.28169646,0.000162025,0.006523097
ENSG00000179029.14,TMEM107,84314,17,-1,8172457,8176399,-0.177056816,3.882993519,1.344159669,0.259745975,0.47608903
ENSG00000179041.4,RRS1,23212,8,1,66429014,66430733,-0.314954132,5.548446471,7.565048139,0.012219187,0.079982595
ENSG00000179051.14,RCC2,55920,1,-1,17406760,17439677,-0.021836687,7.161590368,0.041585215,0.840441155,0.917625222
ENSG00000179071.5,CCDC89,220388,11,-1,85683848,85686195,0.441912578,-1.214265409,0.516307872,0.480603216,0.674838457
ENSG00000179085.7,DPM3,54344,1,-1,155139891,155140595,-0.075394307,5.322918874,0.078828203,0.781730789,0.885759903
ENSG00000179091.5,CYC1,1537,8,1,144095039,144097525,-0.201149941,7.892957129,0.833874658,0.37186369,0.584481203
ENSG00000179094.16,PER1,5187,17,-1,8140472,8156506,0.768127521,4.843975212,8.917119479,0.007214243,0.059434772
ENSG00000179104.9,TMTC2,160335,12,1,82686880,83134870,0.035842413,4.303848677,0.059333332,0.809995292,0.900143271
ENSG00000179111.9,HES7,84667,17,-1,8120592,8124106,-0.766713785,1.195087728,3.258520241,0.085895202,0.252677084
ENSG00000179115.11,FARSA,2193,19,-1,12922479,12934037,-0.133052157,6.390648439,2.718776803,0.114550954,0.299927861
ENSG00000179119.15,SPTY2D1,144108,11,-1,18606403,18634791,-0.029156474,4.99233312,0.06425818,0.802435424,0.895955335
ENSG00000179134.15,SAMD4B,55095,19,1,39342421,39385710,0.231548804,6.368398321,2.014375742,0.170975663,0.375332819
ENSG00000179151.13,EDC3,80153,15,-1,74630558,74696292,0.034795968,5.55511154,0.304167906,0.587296151,0.75557585
ENSG00000179152.20,TCAIM,285343,3,1,44338119,44409451,-0.05658684,4.959073151,0.244927913,0.625978699,0.781385699
ENSG00000179163.11,FUCA1,2517,1,-1,23845077,23868290,0.578634796,5.199483179,31.16835314,1.73E-05,0.002077507
ENSG00000179168.14,GGN,199720,19,-1,38384267,38388082,0.042732387,0.235071203,0.017893695,0.894902681,0.944993659
ENSG00000179178.11,TMEM125,128218,1,1,43269983,43274002,1.014320505,4.694651215,12.04622495,0.003331623,0.037195433
ENSG00000179195.16,ZNF664,144348,12,1,123971845,124015439,0.063617289,7.435473048,0.405747032,0.531248359,0.714560387
ENSG00000179218.13,CALR,811,19,1,12938578,12944489,-0.006153521,9.668198774,0.002754768,0.958654157,0.978188887
ENSG00000179222.17,MAGED1,9500,X,1,51803007,51902354,0.538604859,6.930899871,19.81938004,0.000236591,0.008069966
ENSG00000179240.9,GVQW3,100506127,11,1,76381303,76414619,0.218271121,1.908325208,0.471889499,0.499885369,0.690772131
ENSG00000179241.13,LDLRAD3,143458,11,1,35943981,36232136,-0.016565163,3.687819795,0.006872875,0.934740152,0.964749815
ENSG00000179242.16,CDH4,1002,20,1,61252261,61940617,0.799911565,1.720351303,1.866339926,0.186826228,0.394505297
ENSG00000179262.10,RAD23A,5886,19,1,12945855,12953642,-0.249974435,6.698084423,8.203743489,0.009489086,0.068846275
ENSG00000179271.3,GADD45GIP1,90480,19,-1,12953119,12957223,-0.413899048,5.963121414,2.332648478,0.142104439,0.338787042
ENSG00000179292.5,TMEM151A,256472,11,1,66291894,66296664,0.520144448,0.954530002,2.847676212,0.106798997,0.289143788
ENSG00000179295.17,PTPN11,5781,12,1,112418351,112509918,-0.244080124,7.265273795,5.1090409,0.034925758,0.148143935
ENSG00000179299.17,NSUN7,79730,4,1,40749925,40811184,0.903461656,3.161485929,4.76292198,0.040979875,0.163313288
ENSG00000179304.16,FAM156B,29057,X,1,52891306,52908560,-1.478263375,2.641753542,4.747471638,0.041276666,0.164204574
ENSG00000179314.14,WSCD1,23302,17,1,6057807,6124427,-0.338980235,2.872096665,0.672144861,0.421818738,0.625208891
ENSG00000179335.18,CLK3,1198,15,1,74598500,74645414,0.024251571,5.120610145,0.064685978,0.80179354,0.89546132
ENSG00000179348.11,GATA2,2624,3,-1,128479427,128493201,0.277837653,3.410566628,0.911498027,0.35093916,0.566150673
ENSG00000179361.17,ARID3B,10620,15,1,74541206,74598131,0.028684513,3.476226404,0.06108175,0.807274451,0.898468676
ENSG00000179364.13,PACS2,23241,14,1,105300563,105398147,0.31331869,6.183126783,19.96666258,0.000227588,0.007941946
ENSG00000179387.10,ELMOD2,255520,4,1,140524168,140553770,0.211370386,4.657564707,6.964749887,0.01560566,0.093043268
ENSG00000179388.9,EGR3,1960,8,-1,22687659,22693480,-1.225367399,-0.121935872,7.1010231,0.014753508,0.08951791
ENSG00000179403.12,VWA1,64856,1,1,1434861,1442882,0.731092414,6.332576714,20.10828517,0.000219286,0.007773103
ENSG00000179409.11,GEMIN4,50628,17,-1,744421,753999,-0.176262754,5.236505997,1.891639087,0.18399304,0.391344742
ENSG00000179431.6,FJX1,24147,11,1,35618460,35620865,-0.626448568,4.361157688,5.945644529,0.024047426,0.118912935
ENSG00000179454.13,KLHL28,54813,14,-1,44924324,45042322,0.01964983,4.060845452,0.016562813,0.898863145,0.94731919
ENSG00000179455.8,MKRN3,7681,15,1,23565674,23630075,0.198181214,1.864780797,0.186739247,0.671665889,0.814211448
ENSG00000179456.10,ZBTB18,10472,1,1,244048547,244057476,0.337148383,4.143347981,6.159065424,0.02192374,0.112930317
ENSG00000179476.8,C14orf28,122525,14,1,44897275,44907257,-0.01681377,2.542408316,0.015987134,0.900626336,0.94828709
ENSG00000179526.17,SHARPIN,81858,8,-1,144098633,144108124,-0.055444383,6.302440858,0.101160872,0.753686893,0.86949842
ENSG00000179528.16,LBX2,85474,2,-1,74497517,74503316,0.59338841,1.053709224,7.264281418,0.013800362,0.085941225
ENSG00000179532.12,DNHD1,144132,11,1,6497260,6593758,0.410457945,3.218871375,1.51692182,0.232151145,0.44592002
ENSG00000179546.4,HTR1D,3352,1,-1,23191895,23217502,0.207598048,3.031148275,0.371830478,0.548767694,0.728266093
ENSG00000179562.3,GCC1,79571,7,-1,127580628,127593611,0.250110503,5.130470595,5.371517924,0.031006745,0.137923348
ENSG00000179583.19,CIITA,4261,16,1,10866222,10943021,0.223327123,2.121063755,0.290390939,0.595825895,0.760869869
ENSG00000179588.9,ZFPM1,161882,16,1,88453280,88537031,-0.127792461,2.838908279,0.35918193,0.656394851,0.804223999
ENSG00000179598.6,PLD6,201164,17,-1,17200995,17206333,0.186803202,2.450990628,1.399882292,0.250403002,0.466050344
ENSG00000179604.10,CDC42EP4,23580,17,-1,73283624,73312005,0.135735718,5.836728469,3.958635582,0.060261047,0.205739445
ENSG00000179627.10,ZBTB42,100128927,14,1,104800596,104804712,0.479263267,4.55378529,40.461548,3.07E-06,0.001160362
ENSG00000179630.11,LACC1,144811,13,1,43879284,43893932,-0.151389478,2.736113632,1.063743497,0.314484578,0.532107432
ENSG00000179632.10,MAF1,84232,8,1,144104461,144107611,-0.008179532,7.413472454,0.002939933,0.957288578,0.977684218
ENSG00000179674.3,ARL14,80117,3,1,160677160,160678448,-0.940572893,2.475439336,8.581758792,0.008197678,0.063540534
ENSG00000179698.13,WDR97,340390,8,1,144107726,144118328,0.218276508,0.891284228,0.702869672,0.411575968,0.617157775
ENSG00000179715.13,PCED1B,91523,12,1,47079603,47236662,0.137368839,3.889238332,0.443643133,0.512861454,0.701629473
ENSG00000179750.16,APOBEC3B,9582,22,1,38982347,38992804,-0.753962014,5.248963451,16.8153479,0.000540849,0.012736578
ENSG00000179776.19,CDH5,1003,16,1,66366622,66404784,-0.02597474,1.329497659,1.46E-06,0.999046409,0.999251187
ENSG00000179820.16,MYADM,91663,19,1,53864763,53876435,-0.269447292,6.358261589,4.414737645,0.048301268,0.181331683
ENSG00000179832.17,MROH1,727957,8,1,144148016,144261927,0.392007649,5.812189891,15.92989021,0.000699846,0.014583496
ENSG00000179833.4,SERTAD2,9792,2,-1,64631621,64751005,-0.320576293,5.656105722,10.70672247,0.003755081,0.040111771
ENSG00000179841.8,AKAP5,9495,14,1,64465499,64474503,0.241818034,0.978416271,0.82656731,0.373925946,0.586013089
ENSG00000179859.9,RNF227,284023,17,-1,7913339,7916289,0.268967333,2.452822017,3.000960304,0.098369812,0.275076056
ENSG00000179862.6,CITED4,163732,1,-1,40861054,40862363,-0.493652695,5.103558679,5.718898454,0.026560865,0.126601152
ENSG00000179869.15,ABCA13,154664,7,1,48171458,48647497,0.16563236,1.294276207,0.148673464,0.705108255,0.837303194
ENSG00000179886.5,TIGD5,84948,8,1,143597831,143603224,0.317874619,4.86342554,8.217058755,0.009439923,0.06880116
ENSG00000179889.18,PDXDC1,23042,16,1,14974591,15139339,0.327683325,6.837852931,7.293617585,0.013636489,0.085272506
ENSG00000179912.20,R3HDM2,22864,12,-1,57253762,57431043,0.179131262,5.714350861,1.193195131,0.287469442,0.505642908
ENSG00000179913.10,B3GNT3,10331,19,1,17794828,17813576,-0.133874442,5.730974738,1.364292891,0.26065383,0.477357391
ENSG00000179918.18,SEPHS2,22928,16,-1,30443631,30445874,0.097126538,6.514624611,1.073766688,0.312272367,0.530137502
ENSG00000179922.5,ZNF784,147808,19,-1,55620741,55624566,0.287402362,3.610761551,6.606234892,0.018122978,0.101293162
ENSG00000179933.6,C14orf119,55017,14,1,23095505,23100456,-0.272549784,6.081136122,2.685281091,0.116672926,0.303453237
ENSG00000179941.8,BBS10,79738,12,-1,76344474,76348415,0.009599387,4.344941368,0.007530766,0.931695942,0.963157662
ENSG00000179943.8,FIZ1,84922,19,-1,55591376,55601970,0.320260361,4.028415929,6.774084969,0.016891873,0.097066927
ENSG00000179950.13,PUF60,22827,8,-1,143816344,143830709,0.038983994,7.416294074,0.13492334,0.717179184,0.845401558
ENSG00000179954.16,SSC5D,284297,19,1,55488404,55519099,0.67114941,1.182945832,1.203176803,0.285518386,0.503526141
ENSG00000179958.8,DCTPP1,79077,16,-1,30423615,30430030,-0.359893144,6.057941663,1.660157235,0.212061724,0.424880472
ENSG00000179965.11,ZNF771,51333,16,1,30407414,30431108,-0.199464858,3.346133063,0.923693269,0.347806156,0.563568978
ENSG00000179981.10,TSHZ1,10194,18,1,75210755,75289950,0.267882108,4.51074846,8.357331027,0.008938889,0.066879288
ENSG00000179988.14,PSTK,118672,10,1,122954381,122997513,0.118778422,1.694905945,0.438332475,0.515368191,0.703059503
ENSG00000180008.9,SOCS4,122809,14,1,55027230,55049489,-0.296602811,4.881099033,11.23896418,0.00311915,0.035910217
ENSG00000180011.7,PTGR3,284273,18,-1,75195113,75209139,-0.082152207,5.24318626,1.364076816,0.256355151,0.471920411
ENSG00000180035.12,ZNF48,197407,16,1,30378106,30400108,0.162429367,4.105745585,2.369862419,0.139127731,0.334532406
ENSG00000180044.5,C3orf80,401097,3,1,160225422,160228213,-0.595620778,0.067553956,1.879401101,0.185356862,0.39261905
ENSG00000180061.9,TMEM150B,284417,19,-1,55312801,55334048,0.473736268,2.176422834,1.460856064,0.240672733,0.455185748
ENSG00000180071.20,ANKRD18A,253650,9,-1,38540567,38620596,-0.278439819,1.260231327,1.294998465,0.268370476,0.484769873
ENSG00000180089.5,TMEM86B,255043,19,-1,55226638,55228784,0.318899078,1.907239281,2.173637769,0.155720497,0.356334937
ENSG00000180096.12,SEPTIN1,1731,16,-1,30378135,30395991,0.429420827,0.407628166,1.195267317,0.287062941,0.505043295
ENSG00000180098.9,TRNAU1AP,54952,1,1,28553085,28578545,-0.200492515,4.604231311,1.139970138,0.298180996,0.516464768
ENSG00000180104.16,EXOC3,11336,5,1,443175,471937,0.299156775,6.410218354,17.87751072,0.000400511,0.011055086
ENSG00000180155.20,LYNX1,66004,8,-1,142771197,142777810,0.468485178,3.083133276,3.862264721,0.063203027,0.211724641
ENSG00000180176.14,TH,7054,11,-1,2163929,2171815,0.44763339,-0.521653871,1.512305676,0.237341814,0.451343822
ENSG00000180182.11,MED14,9282,X,-1,40648305,40735858,-0.024078064,5.759534748,0.039325021,0.844776896,0.920169032
ENSG00000180185.11,FAHD1,81889,16,1,1826967,1840207,-0.216304818,5.419193123,2.775678326,0.111049802,0.294840473
ENSG00000180198.16,RCC1,1104,1,1,28505943,28539300,-0.392835226,6.615450633,10.47991493,0.004068704,0.042093276
ENSG00000180228.13,PRKRA,8575,2,-1,178431292,178451512,-0.229669544,5.347343241,2.723898828,0.114230508,0.299588189
ENSG00000180233.11,ZNRF2,223082,7,1,30284597,30367689,-0.098213194,4.619646195,1.325031357,0.263057894,0.479939027
ENSG00000180251.4,SLC9A4,389015,2,1,102473226,102533972,-0.299782305,-0.334996854,0.511175092,0.485385596,0.679217118
ENSG00000180257.13,ZNF816,125893,19,-1,52949379,52962911,0.182546628,2.591279557,0.715900818,0.407346823,0.614303819
ENSG00000180263.14,FGD6,55785,12,-1,95076749,95217482,-0.09203455,5.725160477,0.468097849,0.50159338,0.692331472
ENSG00000180304.14,OAZ2,4947,15,-1,64687573,64703281,0.131484008,6.273693339,1.401681241,0.250108711,0.465776904
ENSG00000180316.12,PNPLA1,285848,6,1,36243203,36313955,0.591370644,-0.573566795,0.878859065,0.363061323,0.577498599
ENSG00000180329.14,CCDC43,124808,17,-1,44673069,44689779,-0.158131505,4.916778535,2.689364777,0.116411748,0.303063066
ENSG00000180340.6,FZD2,2535,17,1,44557484,44561262,0.706109084,3.580454579,16.8528779,0.000535054,0.012736578
ENSG00000180346.3,TIGD2,166815,4,1,89111533,89114901,0.216602131,3.908640195,4.850861961,0.039336035,0.158972814
ENSG00000180354.16,MTURN,222166,7,1,30134986,30162762,0.194337337,4.95907931,2.070246189,0.165424986,0.368127303
ENSG00000180357.9,ZNF609,23060,15,1,64460578,64686068,0.220422542,5.990837292,1.299951317,0.267484708,0.484022779
ENSG00000180370.10,PAK2,5062,3,1,196739857,196832647,-0.282854173,6.819517968,7.054666179,0.015037407,0.090709305
ENSG00000180376.16,CCDC66,285331,3,1,56557161,56621837,0.0973812,2.741527463,0.290065569,0.596030501,0.760869869
ENSG00000180398.12,MCFD2,90411,2,-1,46901870,46941855,-0.210162877,7.243366234,4.604633929,0.044139218,0.171318223
ENSG00000180423.4,HARBI1,283254,11,-1,46602861,46617909,-0.196479268,1.780282708,1.606611407,0.219303647,0.4332043
ENSG00000180425.11,C11orf71,54494,11,-1,114391443,114400511,0.142544279,4.091832734,0.854846897,0.366036223,0.579718745
ENSG00000180447.7,GAS1,2619,9,-1,86944362,86947506,-0.186808566,3.45613934,0.237760029,0.631048524,0.784732609
ENSG00000180448.10,ARHGAP45,23526,19,1,1065923,1086628,-0.028871213,5.604474279,0.046580361,0.831276221,0.9121286
ENSG00000180479.13,ZNF571,51276,19,-1,37554782,37594792,0.366171489,1.59014495,1.097217605,0.307179105,0.525268659
ENSG00000180481.11,GLIPR1L2,144321,12,1,75391089,75432688,0.238572006,0.022230777,0.94677169,0.341984976,0.558135738
ENSG00000180488.15,MIGA1,374986,1,1,77779624,77879540,0.000344226,4.626336223,9.17E-06,0.997613256,0.998837696
ENSG00000180509.12,KCNE1,3753,21,-1,34446688,34512214,1.086461184,-0.055588087,7.1768158,0.014302154,0.088048455
ENSG00000180530.11,NRIP1,8204,21,-1,14961235,15065936,0.212229664,5.932737825,1.13084476,0.300071292,0.518465918
ENSG00000180535.3,BHLHA15,168620,7,1,98211439,98215457,-0.580224845,-0.194124226,1.473470564,0.238720872,0.453024816
ENSG00000180537.13,RNF182,221687,6,1,13924446,13980310,0.842612881,3.749994881,2.003899604,0.172041664,0.376690705
ENSG00000180573.9,H2AC6,8334,6,1,26124145,26139116,0.207099594,6.147475929,1.22806484,0.280730083,0.498738356
ENSG00000180596.7,H2BC4,8347,6,-1,26114873,26123926,-0.191824633,3.391556728,0.759839618,0.393562773,0.603100702
ENSG00000180611.7,MB21D2,151963,3,-1,192796815,192917856,-0.093759318,3.209828324,0.252396218,0.620794395,0.777580482
ENSG00000180626.10,ZNF594,84622,17,-1,5179535,5191868,0.183150698,2.954656015,0.556953157,0.464038668,0.659891523
