,ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,gene_biotype,ERKi_1_hr.logFC,ERKi_1_hr.FDR,ERKi_12_hr.logFC,ERKi_12_hr.FDR,ERKi_4_hr.logFC,ERKi_4_hr.FDR,ERKi_24_hr.logFC,ERKi_24_hr.FDR
ENSG00000271383.7,ENSG00000271383,NBPF19,101060226,1,1,149475045,149556361,protein_coding,-0.00306819952115061,0.994576828227318,-0.169550791570114,0.793059403675756,-0.184647976042822,0.335594475567055,0.0200695053468918,0.895471516498088
ENSG00000271425.8,ENSG00000271425,NBPF10,100132406,1,-1,146064711,146229000,protein_coding,-0.000983052376350495,0.998431412465812,0.20897593867421,0.279322638854066,0.0700482031509782,0.81778118539705,0.294620678886481,0.102059131466148
ENSG00000271447.6,ENSG00000271447,MMP28,79148,17,-1,35756249,35795707,protein_coding,-0.0170805011448635,0.991022609392784,0.652418108772964,0.176537312283033,-0.0187755447827393,0.976560143527329,1.43758687078176,0.00258277463521665
ENSG00000271503.6,ENSG00000271503,CCL5,6352,17,-1,35871491,35880793,protein_coding,-0.0675117494949003,0.977878039677,1.42868321920062,0.0108888181887113,0.459266521323451,0.519148008412546,1.97171202486924,0.000564963342589403
ENSG00000271601.4,ENSG00000271601,LIX1L,128077,1,-1,145933423,145958017,protein_coding,0.144642443055388,0.680212718627452,-0.00346016277690063,0.985116615432045,-0.133228169853847,0.568226003766119,0.0562944735542493,0.739205120654021
ENSG00000271698.1,ENSG00000271698,,NA,8,-1,144353228,144355609,protein_coding,0.0771144165677815,0.937174714669441,0.179662703034946,0.525084928526473,0.145313231447318,0.718004040772823,0.439601745785305,0.0872419944033181
ENSG00000271741.1,ENSG00000271741,,NA,1,-1,34981533,35031741,protein_coding,-0.292929365573001,0.224849844375179,0.183067178149139,0.261966625649882,-0.0848551432836938,0.725426654866695,0.34620740477469,0.0254419279510543
ENSG00000271793.1,ENSG00000271793,,NA,6,-1,85504776,85678733,protein_coding,-0.118727218691733,0.812429504164663,-0.515369193755458,0.0114778564537989,-0.672936562665776,0.00592468973223248,-0.843576480493583,8.57362253851472e-05
ENSG00000272031.3,ENSG00000272031,ANKRD34A,284615,1,-1,145959441,145964575,protein_coding,-0.266620832006034,0.524410642483188,-0.0438170218622546,0.872157113012974,-0.136483180677238,0.690255049841194,0.562408484517791,0.0135654621898706
ENSG00000272047.2,ENSG00000272047,GTF2H5,404672,6,1,158168350,158199344,protein_coding,0.193337155238554,0.0754099132079025,0.116394917040815,0.141821889316626,0.140296866790734,0.146336468278437,0.161367680190858,0.0321850157992803
ENSG00000272196.2,ENSG00000272196,H2AC19,723790,1,1,149851061,149851624,protein_coding,-1.50751156799207,0.292759727219419,-1.39078006506781,0.132506928082652,-1.00445607572594,0.395769005325018,-0.331017943545815,0.714948160284958
ENSG00000272325.2,ENSG00000272325,NUDT3,11165,6,-1,34279679,34392669,protein_coding,-0.0474315369469076,0.903621018372846,-0.619733130689701,3.58901261092923e-05,-0.251733282277554,0.103955100107926,-0.47892718557863,0.000306964029389329
ENSG00000272333.5,ENSG00000272333,KMT2B,9757,19,1,35717973,35738878,protein_coding,-0.376391151002664,0.000162674191437667,-0.264504872078903,0.000516351058959286,-0.246800335984219,0.0040831539770073,-0.319100220000596,3.06245963854007e-05
ENSG00000272391.6,ENSG00000272391,POM121C,100101267,7,-1,75416786,75486299,protein_coding,-0.25249172277825,0.0526126416135606,-0.537256094554366,6.1927387050363e-06,-0.299692473415407,0.00963693065808433,-0.788228873142203,9.44913701261149e-09
ENSG00000272398.6,ENSG00000272398,CD24,100133941,6,-1,106969831,106975627,protein_coding,0.263885960414051,0.511043666415314,1.28997327446629,7.03920196032545e-06,0.55697151643,0.0430604662419653,1.90265786321838,1.19917850639808e-08
ENSG00000272410.5,ENSG00000272410,,NA,3,1,10249372,10285796,protein_coding,0.14493670699858,0.782716903087947,-0.0798756177422434,0.739392177151085,-0.37735028398682,0.163903095899736,-0.556365698199736,0.00978340172134469
ENSG00000272414.6,ENSG00000272414,FAM47E-STBD1,100631383,4,1,76251721,76311129,protein_coding,0.0780892909576909,0.968183933832042,1.05428081660094,0.027939983742165,0.95434115073939,0.0956821568832533,1.72402151140654,0.000553953998640015
ENSG00000272514.6,ENSG00000272514,CFAP206,154313,6,1,87407972,87464465,protein_coding,-1.41600417114887,0.453160879889729,1.13201224789527,0.281238710418468,0.792531329205085,0.599325888839887,1.90408207365706,0.0519514987796375
ENSG00000272602.6,ENSG00000272602,ZNF595,152687,4,1,53286,88208,protein_coding,0.0130551458437107,0.985076314692316,-0.382392919179716,0.00683027509350835,-0.188850665566695,0.261744201535195,-0.45958228052234,0.000897129930222416
ENSG00000272617.3,ENSG00000272617,,NA,16,-1,69328644,69334871,protein_coding,0.166021903122831,0.958813732608596,-1.05789526755249,0.212806692532364,-0.209167414729045,0.876661715414039,-1.49332895959436,0.0667133300369165
ENSG00000272674.3,ENSG00000272674,PCDHB16,57717,5,1,141182387,141186226,protein_coding,-0.0167250697290436,0.990546492263968,0.41562029525304,0.154643598532397,0.111373880481933,0.81214399513242,0.978906874043472,0.000925473108221706
ENSG00000272772.1,ENSG00000272772,,NA,5,-1,134167170,134226071,protein_coding,0.0116419442313451,0.994003858353044,-0.042983716171762,0.938459867065842,-0.00480843847082459,0.995803643933391,-0.448233751609652,0.327311458200755
ENSG00000272822.1,ENSG00000272822,,NA,12,-1,48903503,48957365,protein_coding,0.81290319452266,0.659924068315455,1.04730008254543,0.24893482117417,1.09731567899208,0.324163506606158,1.09125986340805,0.183209508821435
ENSG00000272886.6,ENSG00000272886,DCP1A,55802,3,-1,53283429,53347586,protein_coding,-0.426932054466648,0.000837465135240739,-0.142351756431357,0.126323228789531,-0.0624744739934516,0.635434564354912,-0.157474453037935,0.0735633272256359
ENSG00000272896.1,ENSG00000272896,,NA,9,1,136791379,136800595,protein_coding,0.169916137584714,0.845816141749961,0.301306964435258,0.369390316540418,0.136982298592155,0.787093312937977,-0.0459763831437113,0.887662060589249
ENSG00000272899.4,ENSG00000272899,ATP6V1FNB,100130705,7,1,128866330,128872047,protein_coding,0.239528699294771,0.359524596672657,0.768000277411464,5.22703354448961e-05,0.265782904667303,0.184920362430706,1.39102825328828,6.28954363847848e-09
ENSG00000272916.5,ENSG00000272916,,NA,10,-1,73796514,73811651,protein_coding,-0.0578802429207443,0.928278851502706,0.0606839493975659,0.771780235387156,-0.220455169891682,0.374595327779135,0.10775917622469,0.565013928211754
ENSG00000272921.1,ENSG00000272921,,NA,12,1,4604944,4662643,protein_coding,0.238439905529237,0.0154608238271745,0.281469730230779,0.000439201798981792,0.244970681814741,0.00613366438403837,0.158879747619116,0.0233021976007079
ENSG00000273045.6,ENSG00000273045,C2orf15,150590,2,1,99141707,99151669,protein_coding,-0.160081371428685,0.96113251089092,0.271800601304268,0.0871146569067721,0.366275835563427,0.0563396026292665,0.725077085719097,3.20841022420033e-05
ENSG00000273088.1,ENSG00000273088,,NA,1,-1,155169409,155187272,protein_coding,-0.0645747653862901,0.879491023375432,-0.140140994846282,0.36140439646048,-0.159140492966931,0.420075472333643,-0.0457428477741819,0.760843060020471
ENSG00000273136.7,ENSG00000273136,NBPF26,101060684,1,1,120723949,120842110,protein_coding,-0.205264285308037,0.15879362202297,-0.315251568995069,0.00292166889088886,-0.346560923281967,0.00520151884937167,-0.271927317934726,0.00600486297814454
ENSG00000273154.3,ENSG00000273154,,NA,20,1,63708864,63739103,protein_coding,-0.149327609365495,0.582805076740573,0.0934200074805431,0.539338835050855,-0.149718309897396,0.435568985357108,0.162304512713253,0.237478848069088
ENSG00000273155.1,ENSG00000273155,,NA,2,1,99154998,99195298,protein_coding,0.344773824189693,0.627988912234344,-0.354096947981531,0.343722049583401,-0.0762193642835963,0.896984193398186,-0.496855582812041,0.145312636632211
ENSG00000273173.5,ENSG00000273173,SNURF,8926,15,1,24954986,24977850,protein_coding,0.0269155610525015,0.995858124474287,-0.0433282638644254,0.912435613764552,0.256612849454015,0.760898581786375,0.129341610849375,0.834261407837796
ENSG00000273213.2,ENSG00000273213,H3-2,440686,1,-1,143894544,143905977,protein_coding,-0.0358627361157767,0.977878039677,0.395102904418486,0.131101031832729,0.688975233292922,0.029370784261184,0.542995867012332,0.0291778542125706
ENSG00000273398.6,ENSG00000273398,,NA,2,-1,68131238,68261230,protein_coding,0.0709906178772928,0.921295701854928,-0.610463614741084,0.00717433803208735,-0.223537043002561,0.43980091181108,-1.34176101365763,7.61746587776965e-07
ENSG00000273559.5,ENSG00000273559,CWC25,54883,17,-1,38800441,38825355,protein_coding,-0.177571977380945,0.0289880781708283,-0.0957890784202517,0.112183702386422,-0.0536488767048049,0.509539890837295,-0.209772106454642,0.000642123845059019
ENSG00000273590.4,ENSG00000273590,SMIM11B,102723553,21,1,7744962,7777853,protein_coding,-0.0883790352033903,0.978626068562098,-0.23166304496778,0.765298275459381,0.075221705158915,0.95006463338849,0.150305947453651,0.8264067706959
ENSG00000273604.1,ENSG00000273604,EPOP,100170841,17,-1,38671703,38674957,protein_coding,-0.0777661280867477,0.885950693308321,-1.00121451573959,1.35369679968512e-05,-0.58311823928877,0.0107165691312141,-1.33108053764606,9.06575014297638e-08
ENSG00000273611.5,ENSG00000273611,ZNHIT3,9326,17,1,36486629,36499310,protein_coding,0.200592550992475,0.0571283293840932,0.0946404222261314,0.223411740368946,0.236588634594662,0.0115040590427186,0.192037969013113,0.0103228908401058
ENSG00000273706.4,ENSG00000273706,LHX1,3975,17,1,36936785,36944612,protein_coding,-0.452582757979563,0.442510523170158,-1.24958399771765,0.000771473646810884,-1.14825741725773,0.00635427041039326,-1.50473620739508,6.56230155880902e-05
ENSG00000273749.5,ENSG00000273749,CYFIP1,23191,15,-1,22867052,22981063,protein_coding,-0.0754601059874375,0.501983629633414,-0.340037724336571,1.15903268275089e-05,-0.216884785715008,0.00545855897584272,-0.265243745406512,9.35873766587263e-05
ENSG00000273802.2,ENSG00000273802,H2BC8,8339,6,-1,26215159,26216692,protein_coding,0.377712866756502,0.672425812355243,0.743900477350824,0.0864153154998924,0.598709987689626,0.265164366032025,1.4783908884833,0.000960060203030827
ENSG00000273820.1,ENSG00000273820,USP27X,389856,X,1,49879484,49882558,protein_coding,-0.404322348014991,0.132472209989061,-0.130865751174092,0.506553464463208,-0.201199025846556,0.415224450992603,0.162351882392874,0.366303077711531
ENSG00000273841.5,ENSG00000273841,TAF9,6880,5,-1,69364743,69370013,protein_coding,0.18312710026606,0.170393887353299,-0.148466779559518,0.107846372382277,0.145948637018987,0.198071614285113,-0.23069555340768,0.00988298098556747
ENSG00000273899.5,ENSG00000273899,NOL12,79159,22,1,37681673,37693476,protein_coding,0.151084677871033,0.0927255353390323,-0.254313155087154,0.000356293872506361,-0.0827475824758883,0.315273545052743,-0.408966323176378,3.65844247252254e-07
ENSG00000274049.4,ENSG00000274049,INO80B-WBP1,NA,2,1,74455088,74460884,protein_coding,-2.47556209069911,0.543756020165633,-3.64764443955364,0.138362611369999,-3.38253266522096,0.290521768076138,-3.29408156554505,0.177311252292832
ENSG00000274070.1,ENSG00000274070,CASTOR2,729438,7,1,74964705,75031528,protein_coding,-0.109701752700661,0.801944446914474,1.03998957630389,4.17423261367005e-06,0.900279890594981,0.000145968367419959,1.07780477519747,7.77577640497046e-07
ENSG00000274180.1,ENSG00000274180,NATD1,256302,17,-1,21238870,21253410,protein_coding,-0.119939970098233,0.893492588013872,0.937069674257048,0.00340611486261912,0.0670966466270997,0.892002527720836,1.95506709280205,5.34942848218962e-07
ENSG00000274211.5,ENSG00000274211,SOCS7,30837,17,1,38351844,38405593,protein_coding,-0.243977140404038,0.0748556533153767,-0.042313461044979,0.694203592568814,-0.225631968040692,0.0611441618348954,-0.110492922858813,0.240438558100501
ENSG00000274276.4,ENSG00000274276,CBSL,102724560,21,-1,6444869,6468040,protein_coding,0.993571190728322,0.875623648921482,0.141385841812576,0.859111366383328,0.666388722013897,0.871942147671183,-0.0625609779691456,0.930732924017737
ENSG00000274290.2,ENSG00000274290,H2BC6,8344,6,1,26172059,26184655,protein_coding,-0.159367876487448,0.86141332372757,0.697632637473207,0.0404641563221774,0.344119629180776,0.448940808079478,1.54023145130873,3.78723151325091e-05
ENSG00000274349.4,ENSG00000274349,ZNF658,26149,9,1,66856426,66932141,protein_coding,-0.264920211177122,0.297915942080935,0.137398773613572,0.415747047535871,0.265561280058702,0.18752891147206,0.49329123755325,0.00258475904135992
ENSG00000274512.5,ENSG00000274512,TBC1D3L,729873,17,-1,37978155,37989060,protein_coding,0.0534578116741019,0.977878039677,0.651674870150184,0.122411437269318,0.247650054969568,0.691859718758306,0.938058186627149,0.0199631544734472
ENSG00000274523.5,ENSG00000274523,RCC1L,81554,7,-1,75027122,75074228,protein_coding,-0.0467591061361515,0.846153924294334,-0.209588487528033,0.023041732369956,0.0476963969219955,0.725607478193154,-0.422261724194819,2.57957674730579e-05
ENSG00000274559.3,ENSG00000274559,,102724334,21,-1,5972924,5973383,protein_coding,0.0101679664170133,0.998431412465812,-3.15871346071512,0.111293111802714,0.00893862202778024,0.997485333505437,0.295965906255575,0.860536438319627
ENSG00000274600.1,ENSG00000274600,RIMBP3B,440804,22,1,21383374,21389478,protein_coding,-0.498564822509499,0.766442650063321,0.18981618202709,0.813914009573927,0.0564870519775131,0.961741662206257,-0.335902805905059,0.632307487865132
ENSG00000274641.1,ENSG00000274641,H2BC17,8348,6,1,27893425,27893891,protein_coding,-0.2496770698785,0.874170405985557,0.613450348078438,0.272709112942685,-0.0151945559473043,0.989434544593495,1.07434750065839,0.0404814370268816
ENSG00000274750.2,ENSG00000274750,H3C6,8353,6,1,26224199,26227473,protein_coding,-0.056104958959117,0.962682612239162,0.977996682032891,0.00240436299746849,0.405792187882338,0.289584629627896,1.98165593226153,3.54175237528182e-07
ENSG00000274810.4,ENSG00000274810,NPHP3-ACAD11,NA,3,-1,132558142,132722459,protein_coding,-0.201750181154993,0.553620949044261,0.656216499619116,0.0010009182291523,0.344871182501315,0.127476589407822,0.81664132070997,5.37135112570155e-05
ENSG00000274944.4,ENSG00000274944,,NA,1,-1,38864501,38881617,protein_coding,1.08873483725403,0.69193037075622,0.918243276593994,0.492519171171681,1.1212827370864,0.520731660101119,0.355566076878556,0.789859496676273
ENSG00000275004.4,ENSG00000275004,ZNF280B,140883,22,-1,22484421,22508742,protein_coding,-0.463514206017541,0.516134747415622,-0.510357817387192,0.206890385787426,-0.328728180012498,0.543714745788285,-0.192224152603744,0.663510099340238
ENSG00000275023.4,ENSG00000275023,MLLT6,4302,17,1,38705273,38729795,protein_coding,-0.153983507837055,0.508522321982626,0.0390611067396595,0.788120728994235,-0.274984428420495,0.0855984237369424,0.273969800656662,0.030221691903402
ENSG00000275052.5,ENSG00000275052,PPP4R3B,57223,2,-1,55547292,55618880,protein_coding,-0.100581948815071,0.276193720785938,0.137157292190848,0.0242495098072626,-0.281152939860987,0.000318194233731245,0.125894038270116,0.0284751126169098
ENSG00000275066.5,ENSG00000275066,SYNRG,11276,17,-1,37514807,37609472,protein_coding,-0.255933728548345,0.0171626700440364,0.224892428242767,0.00637854860776326,0.0553437392855177,0.624055481976653,0.375116702856763,2.17066181406341e-05
ENSG00000275074.2,ENSG00000275074,NUDT18,79873,8,-1,22106874,22109419,protein_coding,0.234501320645254,0.337338776916452,0.58060629665614,0.000562398993946037,0.821496933847898,8.11068607618507e-05,0.815322747508794,4.96386009850368e-06
ENSG00000275111.5,ENSG00000275111,ZNF2,7549,2,1,95165432,95184317,protein_coding,-0.862149688013283,7.57769911028218e-08,0.0867927969931406,0.35446186292312,-0.062567261402825,0.63062823046093,0.228676841770268,0.0102565623406869
ENSG00000275183.1,ENSG00000275183,LENG9,94059,19,-1,54461732,54463778,protein_coding,-0.127580616396851,0.69473361788847,-0.631321548209274,0.000221186700689629,-0.702640328133057,0.000397760894792205,-0.120494331520483,0.412249484204368
ENSG00000275342.4,ENSG00000275342,PRAG1,157285,8,-1,8317736,8386439,protein_coding,-0.463670677804316,0.0825268831819884,-1.27665137762511,9.4353909903635e-07,-1.02633978303068,9.47326600501624e-05,-1.15083870552322,1.06875835416578e-06
ENSG00000275395.5,ENSG00000275395,FCGBP,8857,19,-1,39863323,39934626,protein_coding,-0.264623153897438,0.824032755060292,0.176198974561463,0.73017271527812,0.109213812540181,0.885294772277668,0.866926671767233,0.0498957774593492
ENSG00000275464.4,ENSG00000275464,,102724159,21,-1,5130871,5154658,protein_coding,-0.183794381937871,0.374679273445151,-0.922564583025182,3.23917719687523e-07,-0.424534180868837,0.0067828568272922,-1.15259557858044,2.92885919031236e-09
ENSG00000275700.5,ENSG00000275700,AATF,26574,17,1,36948925,37056871,protein_coding,-0.00341899154632789,0.992805947097413,-0.598038775231373,5.38322122560919e-06,-0.413983788144261,0.00169565733414583,-0.741130267250971,7.92226892346726e-08
ENSG00000275740.1,ENSG00000275740,,NA,5,1,146203550,146339251,protein_coding,-0.186839251899296,0.497946762134463,-0.0910484865415936,0.581713715963215,-0.178064916846708,0.379800587814924,-0.535990761154122,0.00078299349117367
ENSG00000275778.2,ENSG00000275778,,NA,12,-1,10845849,11171600,protein_coding,0.133260566748255,0.718088673535148,0.102483767690104,0.566887977114165,0.146713579307064,0.524441799617565,-0.0434412802344967,0.798165603638632
ENSG00000275793.1,ENSG00000275793,RIMBP3,85376,22,-1,18605815,18611919,protein_coding,-0.368145977254849,0.382507208719723,-0.0608426569961961,0.833100608958411,-0.314713612883912,0.340746448353545,-0.0532127376052957,0.867862426707801
ENSG00000275832.5,ENSG00000275832,ARHGAP23,57636,17,1,38419280,38512385,protein_coding,-0.255305334238899,0.560543483807457,-0.0746227389820647,0.775755005259741,-0.175754407646493,0.599664138585385,0.122623206546105,0.604389024781511
ENSG00000275835.5,ENSG00000275835,TUBGCP5,114791,15,-1,22983192,23039572,protein_coding,-0.175667619517464,0.443287522673028,-0.433974428784074,0.00248189153399611,0.286372947174423,0.0831804025803705,-0.880469897466619,2.89730698959327e-07
ENSG00000275895.7,ENSG00000275895,U2AF1L5,102724594,21,-1,6484623,6499261,protein_coding,0.0416597200388154,0.909805927601792,-0.366170068809882,0.00294613751397698,-0.00245198515644554,0.98931465801198,-0.817104203005939,9.74588412189006e-08
ENSG00000275896.5,ENSG00000275896,PRSS2,5645,7,1,142760398,142774564,protein_coding,0.00502717416056942,0.995962505059913,-0.544416448409338,0.181923809149032,-0.0772283759740913,0.893545102798215,-0.862640518793993,0.0263173407527262
ENSG00000275993.2,ENSG00000275993,SIK1B,102724428,21,1,6111131,6123778,protein_coding,0.98062613996945,0.218370175731762,0.655227996928119,0.211215674993903,0.0559052456994509,0.95006463338849,0.434475868469405,0.378979909654217
ENSG00000276023.5,ENSG00000276023,DUSP14,11072,17,1,37489891,37513501,protein_coding,0.140144488429017,0.695603782426608,-0.311314197270626,0.0670579474760627,-0.0510231432304385,0.853320891720019,-0.373694073940557,0.0217349964909556
ENSG00000276043.5,ENSG00000276043,UHRF1,29128,19,1,4903080,4962154,protein_coding,-0.0491354917133776,0.959336283468874,-0.761646157261271,0.0033212609128997,0.03975033209431,0.921934861046897,-1.8146589792178,7.1049477000054e-08
ENSG00000276045.3,ENSG00000276045,ORAI1,84876,12,1,121626550,121642677,protein_coding,0.0415694731250006,0.921295701854928,-0.72787911095452,5.55162710210723e-06,-0.447885497519408,0.00439359501081444,-0.879460668670604,1.20560995616171e-07
ENSG00000276180.1,ENSG00000276180,H4C9,8294,6,1,27138588,27139881,protein_coding,-0.178089171397167,0.81944461162586,0.65839450059446,0.0327998511163149,0.347282590614406,0.475369583785833,1.19518839561558,0.000213023786032994
ENSG00000276234.5,ENSG00000276234,TADA2A,6871,17,1,37406886,37479725,protein_coding,-0.131682240115507,0.288858413176343,-0.0124343743767752,0.891867782449564,0.107301657730416,0.291823096479032,-0.210159544489617,0.00751417058104915
ENSG00000276293.4,ENSG00000276293,PIP4K2B,8396,17,-1,38765691,38800126,protein_coding,-0.0449642279854891,0.792076231935719,-0.225352000625475,0.00258717441563154,-0.378753440735997,7.8476830579097e-05,-0.0815340280110825,0.225249700600901
ENSG00000276418.5,ENSG00000276418,,NA,8,-1,79918860,80080775,protein_coding,0.426640197584719,0.280384721214289,0.232427625966211,0.373394200504063,0.675966131041579,0.0287483482969797,0.32194767160291,0.181771165347339
ENSG00000276600.5,ENSG00000276600,RAB7B,338382,1,-1,205976740,206003461,protein_coding,-0.411372293218673,0.59600139330704,-0.931912654104121,0.0281557567384373,-0.473740041750465,0.366521912587731,-0.78619666060099,0.049811239091881
ENSG00000276612.3,ENSG00000276612,,NA,21,-1,5116343,5133805,protein_coding,1.70957988572028,0.628569622124517,-1.69462216852343,0.377852437142184,-6.11087659236015,0.0478525718197109,-0.250655341765456,0.888863914037615
ENSG00000276644.5,ENSG00000276644,DACH1,1602,13,-1,71437966,71867204,protein_coding,-0.0545635245615879,0.993835045172374,0.295292991533102,0.456805392851305,0.125443295415045,0.840422869175587,0.984185645505457,0.00983543313910958
ENSG00000276966.2,ENSG00000276966,H4C5,8367,6,1,26204552,26206038,protein_coding,-0.622059536729092,0.474639569635386,0.595920232495856,0.235511846447505,-0.00243669555809559,0.997485333505437,1.70877439849143,0.000783556627210734
ENSG00000277075.2,ENSG00000277075,H2AC8,3012,6,1,26216975,26217483,protein_coding,-0.466475634669029,0.753521529592783,-0.0938114545017914,0.862743243918915,-0.036767719793673,0.973439437585832,0.789484494141173,0.114654180741827
ENSG00000277117.4,ENSG00000277117,,102723996,21,1,5022493,5040666,protein_coding,-0.570669355389922,0.466500044293384,-0.292580231225044,0.549835362256409,0.110611059709499,0.880821040266153,-0.0221210934833844,0.965476632203319
ENSG00000277149.5,ENSG00000277149,TYW1B,441250,7,-1,72558744,72828200,protein_coding,0.299814220915424,0.109787857622934,0.158455211894019,0.239097315583309,0.119701761262883,0.507827511111561,0.0229361016853851,0.864399256983601
ENSG00000277150.1,ENSG00000277150,F8A3,474384,X,-1,155456914,155458620,protein_coding,-0.105487678856533,0.845816141749961,-0.275203781186107,0.185654171524864,-0.0621216206332419,0.85267633067195,-0.414757719069315,0.0343984722685279
ENSG00000277161.2,ENSG00000277161,PIGW,284098,17,1,36534987,36539310,protein_coding,0.145388999914865,0.713688092903604,-0.980076930068904,1.3185331004017e-05,-0.0747801042909415,0.794699796531169,-1.42031644924028,2.74273306234649e-08
ENSG00000277224.2,ENSG00000277224,H2BC7,8343,6,1,26199520,26200715,protein_coding,-0.0187357966808767,0.9906273781223,1.11530651782253,0.00374758465465232,0.718325325853986,0.107650568979148,1.93582343594216,6.44238822949894e-06
ENSG00000277258.5,ENSG00000277258,PCGF2,7703,17,-1,38733898,38749817,protein_coding,-0.0549352701236984,0.852881127409341,-0.400975012951592,0.000803863288447033,-0.374350155451112,0.00582876609578199,-0.296280375447424,0.00628188067419104
ENSG00000277277.3,ENSG00000277277,FAM243B,102723451,21,-1,7768884,7770591,protein_coding,-0.314074530170454,0.803413682107235,0.644310122063236,0.205291776716377,0.0654118676261135,0.940895957503448,0.708153548400012,0.140612364977517
ENSG00000277363.5,ENSG00000277363,SRCIN1,80725,17,-1,38530031,38605952,protein_coding,0.26251341131492,0.667529503724551,0.167724902868437,0.594451803105093,-0.140617866649439,0.753608640733351,0.464087303740343,0.099180655813152
ENSG00000277443.3,ENSG00000277443,MARCKS,4082,6,1,113857345,113863475,protein_coding,0.315954927571836,0.191451956685194,0.642866136636784,0.000417312629683616,0.274360261550308,0.176536726547532,1.09409136689064,2.26291993063506e-07
ENSG00000277462.2,ENSG00000277462,ZNF670,93474,1,-1,247034637,247078811,protein_coding,0.260957986039459,0.0717245486165925,-0.171777450573687,0.104493381611132,-0.0324116522575702,0.850442460787361,-0.297598084059247,0.00420552360285659
ENSG00000277639.2,ENSG00000277639,,105371267,16,-1,53035690,53052873,protein_coding,-0.00378705662519903,0.997454718355683,0.52890500841816,0.166141770002275,-0.502232870832508,0.30001940281285,1.19086124239001,0.00186058587210675
ENSG00000277758.4,ENSG00000277758,,102724488,10,-1,47744717,47763592,protein_coding,-0.793489625955914,0.700419264127975,1.59985902961343,0.103445179094056,0.968161205765543,0.42399788710155,1.03423806356274,0.252914063436689
ENSG00000277791.5,ENSG00000277791,PSMB3,5691,17,1,38752741,38764225,protein_coding,0.0796535310070029,0.719112327976284,0.0683611021239121,0.52115970878214,0.0780136552622638,0.582686064546424,-0.313116274766585,0.00208032712869182
ENSG00000277957.1,ENSG00000277957,SENP3-EIF4A1,NA,17,1,7563287,7578715,protein_coding,-0.295904892369048,0.675795810808698,-0.476325801706959,0.164616503050772,-0.0782648849629184,0.891177470557898,-1.15028606724136,0.00126378395110286
ENSG00000277972.1,ENSG00000277972,CISD3,284106,17,1,38730341,38735605,protein_coding,-0.0104309562371744,0.982775824755631,-0.373406288879966,0.00164258053278552,-0.157803898873856,0.256700701234684,-0.48881456493411,5.36857200422455e-05
ENSG00000278023.6,ENSG00000278023,RDM1,201299,17,-1,35918066,35930773,protein_coding,0.0756765775871384,0.950775195989065,0.857598046996633,0.00610137801454098,0.495819070119872,0.177619462567122,0.230938684662722,0.42599466943593
ENSG00000278053.5,ENSG00000278053,DDX52,11056,17,-1,37609739,37643446,protein_coding,0.0120211050853141,0.973064546341522,-0.0724434017267431,0.359764760996317,-0.00541601267827245,0.967201531975149,-0.0945235300198954,0.196342164791397
ENSG00000278129.2,ENSG00000278129,ZNF8,7554,19,1,58278955,58302791,protein_coding,-0.14613127385849,0.293256437210188,-0.159609370055735,0.077383604392787,-0.212184606028605,0.0513467273981885,0.0545405029635248,0.532924644814773
ENSG00000278224.6,ENSG00000278224,PRICKLE4,29964,6,1,41780782,41787452,protein_coding,-0.239715173727227,0.83887505162836,0.913012186968294,0.0494706135318204,-0.358096400216371,0.57291040631095,1.78739335278587,0.000256518442872227
ENSG00000278259.4,ENSG00000278259,MYO19,80179,17,-1,36495636,36543435,protein_coding,-0.121926105974554,0.741140854107395,-0.416773866354052,0.0133977959436181,-0.0515866103351192,0.847068692348514,-1.06629690469711,3.09536718517238e-07
ENSG00000278311.5,ENSG00000278311,GGNBP2,79893,17,1,36544912,36589848,protein_coding,0.107920135501054,0.147547308398148,0.0286759610069478,0.603172615663862,0.11589645268379,0.0656896564726206,0.0571556084628285,0.245431678192179
ENSG00000278318.5,ENSG00000278318,ZNF229,7772,19,-1,44417519,44448578,protein_coding,0.0415283763736658,0.977878039677,-0.364382383101871,0.398041814490947,-0.0878487893136618,0.906153526613565,-0.00247010515640855,0.984735809250074
ENSG00000278535.5,ENSG00000278535,DHRS11,79154,17,1,36591879,36600804,protein_coding,0.0418345973088892,0.951495335278201,0.144554806558076,0.419574251125791,0.244656611429946,0.260834473898997,-0.167818762435705,0.312337992632848
ENSG00000278540.5,ENSG00000278540,ACACA,31,17,-1,37084992,37406836,protein_coding,-0.0913644366065448,0.755850406306828,0.0617541973463629,0.654622887145065,-0.172941869125025,0.286808581630576,0.443062184891153,0.000757504864213375
ENSG00000278558.4,ENSG00000278558,TMEM191B,728229,22,1,18527802,18530573,protein_coding,0.193720402554779,0.832964578758757,1.26933915858642,0.000877315220590608,0.178446691994666,0.740717059376263,1.64221664078359,3.12421126499967e-05
ENSG00000278615.4,ENSG00000278615,C11orf98,102288414,11,-1,62662817,62665210,protein_coding,0.0727648721504199,0.832653467118344,-0.368174490837201,0.00781188686107176,-0.0791999025679521,0.683983463302728,-0.611186799102175,3.35283045526577e-05
ENSG00000278619.5,ENSG00000278619,MRM1,79922,17,1,36601583,36608964,protein_coding,-0.0121959776652448,0.985819391529645,-0.826551846636138,1.51228658160187e-05,-0.326560619455851,0.0869249419938826,-0.754012446672198,1.79106274842408e-05
