,ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,gene_biotype,logFC,logCPM,F,PValue,FDR
ENSG00000188312.14,ENSG00000188312,CENPP,401541,9,1,92325953,92620529,protein_coding,-0.512511599,3.059313594,36.51657043,2.10E-07,2.99E-06
ENSG00000188313.13,ENSG00000188313,PLSCR1,5359,3,-1,146515180,146544856,protein_coding,-0.222958763,5.661643997,6.345633792,0.015123442,0.038889361
ENSG00000188315.8,ENSG00000188315,C3orf62,375341,3,-1,49268596,49277232,protein_coding,0.30534652,3.00282323,9.576353995,0.003271911,0.010820681
ENSG00000188316.14,ENSG00000188316,ENO4,387712,10,1,116849499,116911788,protein_coding,0.896746295,-0.294518996,9.834824238,0.002911012,0.009780827
ENSG00000188321.13,ENSG00000188321,ZNF559,84527,19,1,9323772,9351162,protein_coding,0.265504565,2.992312439,6.172408674,0.016486875,0.041751872
ENSG00000188322.5,ENSG00000188322,SBK1,388228,16,1,28259246,28323849,protein_coding,0.503523145,2.867631988,9.393420607,0.003555663,0.011617247
ENSG00000188342.12,ENSG00000188342,GTF2F2,2963,13,1,45120510,45284893,protein_coding,-0.261812055,5.069750675,14.58177965,0.000382165,0.001745006
ENSG00000188343.12,ENSG00000188343,CIBAR1,137392,8,1,93698561,93731527,protein_coding,0.021774602,4.032398122,0.096561813,0.757329925,0.838859461
ENSG00000188352.12,ENSG00000188352,FOCAD,54914,9,1,20658309,20995955,protein_coding,0.098346909,5.33707402,2.375642983,0.130503313,0.224591749
ENSG00000188368.9,ENSG00000188368,PRR19,284338,19,1,42302098,42310814,protein_coding,0.058635957,1.494749666,0.204742648,0.652941825,0.757221385
ENSG00000188372.15,ENSG00000188372,ZP3,7784,7,1,76397518,76442071,protein_coding,0.198363612,4.163824489,2.60531041,0.113009441,0.199873578
ENSG00000188385.11,ENSG00000188385,JAKMIP3,282973,10,1,132036336,132184858,protein_coding,0.915138178,1.173599192,13.80219476,0.253431886,0.37637569
ENSG00000188419.14,ENSG00000188419,CHM,1121,X,-1,85861180,86047561,protein_coding,-0.100387771,5.044339251,2.682369544,0.107952229,0.192598216
ENSG00000188428.20,ENSG00000188428,BLOC1S5,63915,6,-1,8013567,8064396,protein_coding,0.091355213,4.06004123,2.005052554,0.163180946,0.266882873
ENSG00000188452.14,ENSG00000188452,CERKL,375298,2,-1,181535041,181680665,protein_coding,0.386064756,0.984521507,1.549075739,0.219266582,0.336085668
ENSG00000188483.7,ENSG00000188483,IER5L,389792,9,-1,129175552,129178261,protein_coding,-0.225446316,5.962488709,7.101944321,0.010433138,0.028523314
ENSG00000188486.3,ENSG00000188486,H2AX,3014,11,-1,119093874,119095465,protein_coding,-0.619036047,6.635652405,22.3712506,1.98E-05,0.000138011
ENSG00000188488.14,ENSG00000188488,SERPINA5,5104,14,1,94561442,94593118,protein_coding,0.690872427,1.488563429,6.464405331,0.014258423,0.036941903
ENSG00000188493.15,ENSG00000188493,C19orf54,284325,19,-1,40740856,40751553,protein_coding,0.279975857,3.865121875,14.41528846,0.000409008,0.001851104
ENSG00000188522.15,ENSG00000188522,FAM83G,644815,17,-1,18968789,19004764,protein_coding,-0.346989294,5.322798788,19.98197212,4.71E-05,0.000288738
ENSG00000188523.8,ENSG00000188523,CFAP77,389799,9,1,132410043,132573319,protein_coding,0.648761884,-0.96994789,3.503161177,0.068886131,0.134653344
ENSG00000188529.14,ENSG00000188529,SRSF10,10772,1,-1,23964347,23980927,protein_coding,-0.30530375,6.792440665,41.73376681,4.79E-08,8.97E-07
ENSG00000188542.9,ENSG00000188542,DUSP28,285193,2,1,240560054,240565256,protein_coding,0.280564157,2.99118832,9.019903935,0.004218765,0.013342748
ENSG00000188549.12,ENSG00000188549,CCDC9B,388115,15,-1,40331452,40340939,protein_coding,0.10757598,6.495950511,0.65199023,0.423353572,0.554671006
ENSG00000188554.14,ENSG00000188554,NBR1,4077,17,1,43170481,43211689,protein_coding,0.121236457,7.145097916,3.443546178,0.069595315,0.13582279
ENSG00000188559.15,ENSG00000188559,RALGAPA2,57186,20,-1,20389530,20712644,protein_coding,0.309725809,5.371977419,9.217222391,0.003853595,0.012370812
ENSG00000188566.13,ENSG00000188566,NDOR1,27158,9,1,137205685,137219361,protein_coding,0.036872254,3.89025709,0.195816348,0.660090958,0.762819595
ENSG00000188603.19,ENSG00000188603,CLN3,1201,16,-1,28474111,28495575,protein_coding,0.337276839,5.419713502,29.28285846,1.92E-06,1.89E-05
ENSG00000188610.12,ENSG00000188610,FAM72B,653820,1,-1,121167646,121185539,protein_coding,-1.014316561,3.021704127,41.74836962,4.77E-08,8.95E-07
ENSG00000188611.14,ENSG00000188611,ASAH2,56624,10,-1,50182778,50279720,protein_coding,-0.579860731,0.898215183,7.986390207,0.007098357,0.02070034
ENSG00000188612.12,ENSG00000188612,SUMO2,6613,17,-1,75165586,75182959,protein_coding,-0.067701093,8.476389244,0.404062025,0.527993877,0.651945872
ENSG00000188613.7,ENSG00000188613,NANOS1,340719,10,1,119029714,119033730,protein_coding,0.706217099,3.00941513,16.33106904,0.000189714,0.000950685
ENSG00000188629.12,ENSG00000188629,ZNF177,7730,19,1,9363013,9382617,protein_coding,0.644679767,0.921265681,3.691661472,0.060585972,0.121243951
ENSG00000188636.4,ENSG00000188636,RTL6,84247,22,-1,44492583,44498233,protein_coding,0.19303386,5.660897708,10.66008808,0.002014042,0.007154311
ENSG00000188641.13,ENSG00000188641,DPYD,1806,1,-1,97077743,97995000,protein_coding,0.023609705,5.470338655,0.059943959,0.889892627,0.932683915
ENSG00000188643.11,ENSG00000188643,S100A16,140576,1,-1,153606886,153613145,protein_coding,-0.58685631,8.371251809,17.264418,0.000131763,0.000698766
ENSG00000188647.13,ENSG00000188647,PTAR1,375743,9,-1,69709522,69760011,protein_coding,-0.097572514,5.263166648,2.08898087,0.154810603,0.256589002
ENSG00000188677.14,ENSG00000188677,PARVB,29780,22,1,43999211,44172939,protein_coding,-0.384262023,4.784087028,4.50508756,0.038937486,0.084553915
ENSG00000188690.14,ENSG00000188690,UROS,7390,10,-1,125784980,125823258,protein_coding,0.115316812,5.200490813,1.133657093,0.292280967,0.420173386
ENSG00000188706.13,ENSG00000188706,ZDHHC9,51114,X,-1,129803288,129843909,protein_coding,-0.092523131,6.269697315,3.611045605,0.063363904,0.125793926
ENSG00000188725.8,ENSG00000188725,SMIM15,643155,5,-1,61157704,61162468,protein_coding,-0.288347911,6.333251217,30.26369508,1.40E-06,1.45E-05
ENSG00000188732.11,ENSG00000188732,FAM221A,340277,7,1,23680130,23703249,protein_coding,-0.223453362,2.286086248,1.224351054,0.298514053,0.426843437
ENSG00000188735.13,ENSG00000188735,TMEM120B,144404,12,1,121712752,121783001,protein_coding,0.064376201,4.720811466,0.868314443,0.356048595,0.48721812
ENSG00000188738.15,ENSG00000188738,FSIP2,401024,2,1,185738804,185833290,protein_coding,0.259446142,2.927944343,1.074716545,0.305035569,0.433863566
ENSG00000188739.15,ENSG00000188739,RBM34,23029,1,-1,235131183,235161283,protein_coding,-0.054919435,5.643486071,0.564482022,0.456098654,0.585611369
ENSG00000188747.8,ENSG00000188747,NOXA1,10811,9,1,137423350,137434406,protein_coding,0.50547113,3.216503298,15.52704126,0.000261008,0.001247172
ENSG00000188760.10,ENSG00000188760,TMEM198,130612,2,1,219543663,219550595,protein_coding,0.29717581,1.716039916,6.381304225,0.01485792,0.038310908
ENSG00000188761.13,ENSG00000188761,BCL2L15,440603,1,-1,113876816,113887581,protein_coding,0.399925205,2.508451775,1.392662818,0.243725005,0.364774698
ENSG00000188766.12,ENSG00000188766,SPRED3,399473,19,1,38388421,38399587,protein_coding,-0.834119237,1.700793068,7.901940798,0.007109544,0.020719506
ENSG00000188779.11,ENSG00000188779,SKOR1,390598,15,1,67819704,67834582,protein_coding,0.767812833,0.199310624,12.89253402,0.000769003,0.003174524
ENSG00000188785.12,ENSG00000188785,ZNF548,147694,19,1,57389850,57402992,protein_coding,0.413280288,3.080232934,9.572796042,0.003277196,0.010835499
ENSG00000188786.10,ENSG00000188786,MTF1,4520,1,-1,37809574,37859592,protein_coding,-0.095923763,4.628928518,2.159075222,0.148202034,0.247985267
ENSG00000188807.13,ENSG00000188807,TMEM201,199953,1,1,9588911,9614877,protein_coding,-0.777811049,3.847003769,55.1373175,1.57E-09,5.95E-08
ENSG00000188811.14,ENSG00000188811,NHLRC3,387921,13,1,39038306,39050109,protein_coding,0.291506346,4.257396557,14.30611883,0.000427675,0.001926038
ENSG00000188818.12,ENSG00000188818,ZDHHC11,79844,5,-1,795605,858973,protein_coding,0.114165986,0.424969082,0.258981271,0.613133658,0.723577218
ENSG00000188827.11,ENSG00000188827,SLX4,84464,16,-1,3581181,3611606,protein_coding,-0.059261537,3.66767009,0.219180574,0.641767014,0.747608897
ENSG00000188833.9,ENSG00000188833,ENTPD8,377841,9,-1,137434364,137441816,protein_coding,1.639884567,3.533317119,97.84762293,3.31E-13,1.35E-10
ENSG00000188846.13,ENSG00000188846,RPL14,9045,3,1,40457292,40468587,protein_coding,-0.122794973,9.512311598,0.776297665,0.382631361,0.51376041
ENSG00000188859.6,ENSG00000188859,FAM78B,149297,1,-1,166057426,166167001,protein_coding,0.137682076,-0.257751339,0.27686898,0.601164331,0.714459461
ENSG00000188868.13,ENSG00000188868,ZNF563,147837,19,-1,12317477,12333720,protein_coding,0.538489865,0.936621689,9.543188136,0.003321526,0.010955181
ENSG00000188878.19,ENSG00000188878,FBF1,85302,17,-1,75909574,75941140,protein_coding,0.137037848,3.689117262,2.260760543,0.139188117,0.236039775
ENSG00000188895.11,ENSG00000188895,MSL1,339287,17,1,40121971,40136917,protein_coding,-0.012428807,6.762564036,0.081210572,0.776879718,0.853205854
ENSG00000188897.9,ENSG00000188897,,400499,16,-1,11359845,11527247,protein_coding,1.263037144,-0.33590328,15.83938353,0.000230453,0.001121057
ENSG00000188910.8,ENSG00000188910,GJB3,2707,1,1,34781214,34786369,protein_coding,-0.841947273,6.000682077,14.09133043,0.000467056,0.002072899
ENSG00000188917.15,ENSG00000188917,TRMT2B,79979,X,-1,101009346,101052116,protein_coding,-0.020255087,4.738845649,0.145219243,0.704814616,0.799145866
ENSG00000188931.3,ENSG00000188931,CFAP126,257177,1,-1,161364733,161367876,protein_coding,0.339898748,0.823124614,0.841471657,0.363525861,0.494915438
ENSG00000188938.17,ENSG00000188938,FAM120AOS,158293,9,-1,93431441,93453581,protein_coding,0.196152081,5.807702589,8.533534273,0.005283988,0.01616886
ENSG00000188959.9,ENSG00000188959,C9orf152,401546,9,-1,110190048,110208159,protein_coding,-0.065719191,4.545364148,0.104587232,0.747786261,0.831303042
ENSG00000188976.11,ENSG00000188976,NOC2L,26155,1,-1,944203,959309,protein_coding,-0.315805651,7.111972093,31.07728159,1.09E-06,1.17E-05
ENSG00000188986.7,ENSG00000188986,NELFB,25920,9,1,137255327,137273542,protein_coding,0.06526899,6.898596457,3.312454977,0.074945175,0.143907557
ENSG00000188993.3,ENSG00000188993,LRRC66,339977,4,-1,51993652,52020363,protein_coding,0.772556311,1.429747917,10.10821512,0.002574549,0.008835458
ENSG00000188994.13,ENSG00000188994,ZNF292,23036,6,1,87151803,87265943,protein_coding,-0.140860563,5.034926032,2.731128065,0.104884734,0.188347868
ENSG00000188997.8,ENSG00000188997,KCTD21,283219,11,-1,78171249,78188626,protein_coding,0.210731955,3.828069184,6.670651574,0.012879152,0.033946099
ENSG00000189007.16,ENSG00000189007,ADAT2,134637,6,-1,143422832,143450695,protein_coding,-0.61051574,3.743747108,29.97765046,1.54E-06,1.57E-05
ENSG00000189042.13,ENSG00000189042,ZNF567,163081,19,1,36687612,36727701,protein_coding,-0.126922505,2.661486359,2.53111349,0.118134246,0.207007713
ENSG00000189043.10,ENSG00000189043,NDUFA4,4697,7,-1,10931943,10940153,protein_coding,-0.02632704,7.084338991,0.028341739,0.867009619,0.917990604
ENSG00000189045.13,ENSG00000189045,ANKDD1B,728780,5,1,75611182,75681773,protein_coding,1.290394865,-0.842391268,16.84823313,0.000154901,0.000800656
ENSG00000189046.11,ENSG00000189046,ALKBH2,121642,12,-1,109088188,109093631,protein_coding,-0.173824304,4.847832508,4.920582035,0.031264466,0.070659791
ENSG00000189050.16,ENSG00000189050,RNFT1,51136,17,-1,59952240,59964761,protein_coding,0.010068331,4.121334811,0.014312467,0.905267845,0.942929004
ENSG00000189052.7,ENSG00000189052,CGB5,93659,19,1,49043848,49045311,protein_coding,-0.210773192,4.347003128,0.295554867,0.589826132,0.704028179
ENSG00000189057.11,ENSG00000189057,FAM111B,374393,11,1,59107185,59127412,protein_coding,-1.454959295,4.034207506,45.17522591,1.90E-08,4.18E-07
ENSG00000189060.5,ENSG00000189060,H1-0,3005,22,1,37805229,37807432,protein_coding,-0.031981527,8.877805804,0.222661264,0.639140589,0.745258287
ENSG00000189067.12,ENSG00000189067,LITAF,9516,16,-1,11547722,11636381,protein_coding,0.292832664,7.16246081,21.65129581,2.56E-05,0.000171707
ENSG00000189077.11,ENSG00000189077,TMEM120A,83862,7,-1,75986831,75994656,protein_coding,0.428675463,5.441221128,11.88496698,0.00118069,0.004540078
ENSG00000189079.16,ENSG00000189079,ARID2,196528,12,1,45729706,45908040,protein_coding,-0.077561574,5.019549854,1.200739419,0.278597952,0.404980682
ENSG00000189091.13,ENSG00000189091,SF3B3,23450,16,1,70523791,70577670,protein_coding,-0.356935247,7.512094504,26.87463807,4.22E-06,3.70E-05
ENSG00000189108.12,ENSG00000189108,IL1RAPL2,26280,X,1,104566199,105767829,protein_coding,-0.024213067,-0.628808268,0.001739749,0.966945838,0.980411023
ENSG00000189114.6,ENSG00000189114,BLOC1S3,388552,19,1,45178784,45216933,protein_coding,0.192545105,3.430344841,10.61129211,0.002057982,0.007287335
ENSG00000189120.5,ENSG00000189120,SP6,80320,17,-1,47844908,47855874,protein_coding,0.207799638,2.826905844,0.975902544,0.328126712,0.457685287
ENSG00000189143.9,ENSG00000189143,CLDN4,1364,7,1,73799542,73832690,protein_coding,0.224431588,8.648773625,3.585774547,0.064263335,0.1271672
ENSG00000189157.14,ENSG00000189157,FAM47E,100129583,4,1,76214040,76283783,protein_coding,0.702280524,2.518377975,13.72885803,0.000542373,0.00235822
ENSG00000189159.16,ENSG00000189159,JPT1,51155,17,-1,75135248,75168281,protein_coding,-0.248710099,7.431139674,6.38800038,0.014808632,0.038213079
ENSG00000189164.15,ENSG00000189164,ZNF527,84503,19,1,37371061,37393066,protein_coding,0.202154724,2.019949923,6.214029382,0.016147724,0.041101633
ENSG00000189171.14,ENSG00000189171,S100A13,6284,1,-1,153618787,153631360,protein_coding,-0.240977494,6.172990702,1.464981333,0.232018498,0.350683254
ENSG00000189180.15,ENSG00000189180,ZNF33A,7581,10,1,38010650,38065088,protein_coding,0.163733951,5.056392089,4.74889623,0.034216145,0.076092367
ENSG00000189184.11,ENSG00000189184,PCDH18,54510,4,-1,137518918,137532494,protein_coding,0.31449318,1.179738483,0.632717005,0.430245199,0.561406842
ENSG00000189190.10,ENSG00000189190,ZNF600,162966,19,-1,52749942,52786807,protein_coding,0.339926165,3.395235821,2.771839127,0.102398775,0.184795216
ENSG00000189195.13,ENSG00000189195,BTBD8,284697,1,1,92080305,92184725,protein_coding,0.371152808,2.282324016,8.104105725,0.006461694,0.019146287
ENSG00000189221.9,ENSG00000189221,MAOA,4128,X,1,43654907,43746817,protein_coding,0.49377493,5.146193765,4.421252002,0.040720363,0.087732453
ENSG00000189227.6,ENSG00000189227,C15orf61,145853,15,1,67521131,67530146,protein_coding,-0.042771,3.170783193,0.176980519,0.675843658,0.775832118
ENSG00000189233.12,ENSG00000189233,NUGGC,389643,8,-1,28021964,28083936,protein_coding,-0.707371077,-1.424694332,2.77137098,0.794412745,0.866596994
ENSG00000189241.7,ENSG00000189241,TSPYL1,7259,6,-1,116267760,116279930,protein_coding,0.296136546,6.655561259,38.39272677,1.22E-07,1.90E-06
ENSG00000189266.13,ENSG00000189266,PNRC2,55629,1,1,23956839,23963462,protein_coding,-0.022942754,7.029205369,0.198844972,0.657643745,0.760774755
ENSG00000189280.3,ENSG00000189280,GJB5,2709,1,1,34755047,34758512,protein_coding,-0.156942971,4.477395091,1.11743895,0.295719619,0.423624722
ENSG00000189298.14,ENSG00000189298,ZKSCAN3,80317,6,1,28349947,28369172,protein_coding,0.255995202,2.904391995,8.492309669,0.005386503,0.016448922
ENSG00000189306.11,ENSG00000189306,RRP7A,27341,22,-1,42508344,42519796,protein_coding,-0.226937157,6.340036539,10.33248245,0.002329173,0.008090244
ENSG00000189308.11,ENSG00000189308,LIN54,132660,4,-1,82909973,83012926,protein_coding,-0.413522241,4.069559717,39.24187174,9.59E-08,1.57E-06
ENSG00000189319.14,ENSG00000189319,FAM53B,9679,10,-1,124619292,124744378,protein_coding,0.338014009,5.460574559,15.6391567,0.000249579,0.001199798
ENSG00000189325.7,ENSG00000189325,BNIP5,389384,6,-1,36315761,36336888,protein_coding,1.277546837,2.230929555,18.93564096,0.000120482,0.000648123
ENSG00000189334.9,ENSG00000189334,S100A14,57402,1,-1,153614255,153616986,protein_coding,-0.164760425,7.790595193,0.321202406,0.573505598,0.691224088
ENSG00000189337.17,ENSG00000189337,KAZN,23254,1,1,13892792,15118043,protein_coding,0.285512364,2.251954709,1.855803049,0.179417774,0.287880574
ENSG00000189339.11,ENSG00000189339,SLC35E2B,728661,1,-1,1659529,1692795,protein_coding,0.499420921,6.247721945,32.61478016,6.75E-07,7.86E-06
ENSG00000189362.12,ENSG00000189362,NEMP2,100131211,2,-1,190504338,190534722,protein_coding,-0.489318063,3.834573642,52.47540252,2.98E-09,9.76E-08
ENSG00000189369.8,ENSG00000189369,GSPT2,23708,X,1,51743442,51746232,protein_coding,-0.071439276,3.862898035,1.257686363,0.773002284,0.850236955
ENSG00000189376.12,ENSG00000189376,C8orf76,84933,8,-1,123219967,123241377,protein_coding,-0.104504378,4.678704836,2.184245885,0.145909347,0.2448485
ENSG00000189377.8,ENSG00000189377,CXCL17,284340,19,-1,42428278,42442946,protein_coding,0.091597525,3.391876914,0.069246356,0.903428164,0.941595277
ENSG00000189403.15,ENSG00000189403,HMGB1,3146,13,-1,30456704,30617597,protein_coding,-0.325134085,8.83239559,17.89524345,0.000103344,0.000567255
ENSG00000189409.13,ENSG00000189409,MMP23B,8510,1,1,1632163,1635263,protein_coding,0.917921732,-1.137611073,2.266199855,0.140005129,0.23682897
ENSG00000189410.12,ENSG00000189410,SH2D5,400745,1,-1,20719731,20732837,protein_coding,-1.037076139,2.457361959,19.94534919,4.78E-05,0.000292011
ENSG00000189420.8,ENSG00000189420,ZFP92,139735,X,1,153411472,153426481,protein_coding,-0.214296807,-0.38735332,0.344104075,0.568005504,0.686807373
ENSG00000189431.7,ENSG00000189431,RASSF10,644943,11,1,13009316,13012119,protein_coding,0.634057442,1.570646621,5.418000767,0.025298125,0.059192141
ENSG00000189433.6,ENSG00000189433,GJB4,127534,1,1,34759740,34762327,protein_coding,0.02742475,4.315689688,0.011535681,0.914912347,0.949146878
ENSG00000196072.12,ENSG00000196072,BLOC1S2,282991,10,-1,100273280,100286680,protein_coding,0.008504049,5.174281239,0.007638279,0.930716438,0.959787967
ENSG00000196074.13,ENSG00000196074,SYCP2,10388,20,-1,59863564,59933655,protein_coding,0.423008321,0.744927464,3.056324937,0.086765887,0.162166852
ENSG00000196083.10,ENSG00000196083,IL1RAP,3556,3,1,190514051,190659750,protein_coding,-0.721806609,4.561431079,23.63267977,1.27E-05,9.46E-05
ENSG00000196104.11,ENSG00000196104,SPOCK3,50859,4,-1,166733384,167234796,protein_coding,0.463649982,2.19275146,1.796356905,0.187130064,0.297948222
ENSG00000196110.7,ENSG00000196110,ZNF699,374879,19,-1,9291140,9309838,protein_coding,-0.256409097,1.023203602,3.257511863,0.077321578,0.147566118
ENSG00000196116.8,ENSG00000196116,TDRD7,23424,9,1,97412096,97496125,protein_coding,0.209278033,4.682077192,8.341604465,0.005779529,0.01744739
ENSG00000196118.12,ENSG00000196118,CFAP119,90835,16,-1,30757423,30762221,protein_coding,0.082485365,1.482843236,0.35823911,0.552277455,0.673594469
ENSG00000196123.13,ENSG00000196123,MATCAP1,653319,16,-1,67175599,67184040,protein_coding,0.285927819,4.535467945,7.993736871,0.006807243,0.020007324
ENSG00000196126.11,ENSG00000196126,HLA-DRB1,3123,6,-1,32577902,32589848,protein_coding,0.480117485,1.967906693,2.26643078,0.138704437,0.235427012
ENSG00000196136.17,ENSG00000196136,SERPINA3,12,14,1,94612384,94624055,protein_coding,0.204836647,5.410379975,0.458195831,0.501691677,0.628425723
ENSG00000196139.14,ENSG00000196139,AKR1C3,8644,10,1,5035354,5107686,protein_coding,0.277709806,5.366106092,2.152893332,0.148771494,0.248690994
ENSG00000196141.14,ENSG00000196141,SPATS2L,26010,2,1,200305881,200482264,protein_coding,-0.141748806,7.643341233,1.997156346,0.163995391,0.267889634
ENSG00000196150.13,ENSG00000196150,ZNF250,58500,8,-1,144876497,144902168,protein_coding,0.26563644,3.138377754,14.46189151,0.000401301,0.001819428
ENSG00000196151.10,ENSG00000196151,WDSUB1,151525,2,-1,159235798,159286703,protein_coding,0.175402588,2.939650134,5.206080347,0.02694668,0.062377003
ENSG00000196152.10,ENSG00000196152,ZNF79,7633,9,1,127424374,127445372,protein_coding,0.23055054,2.582940244,11.47825776,0.001407496,0.005278111
ENSG00000196154.12,ENSG00000196154,S100A4,6275,1,-1,153543613,153550136,protein_coding,0.200056896,9.547692097,0.781408225,0.381081967,0.512139489
ENSG00000196155.13,ENSG00000196155,PLEKHG4,25894,16,1,67277510,67289499,protein_coding,0.442634841,5.073276295,6.274421755,0.015668787,0.040056664
ENSG00000196159.11,ENSG00000196159,FAT4,79633,4,1,125314918,125492932,protein_coding,-0.044690841,4.010969967,0.094486329,0.759868475,0.840899471
ENSG00000196172.9,ENSG00000196172,ZNF681,148213,19,-1,23739195,23758891,protein_coding,0.031199453,2.134089882,0.021553746,0.883890436,0.929285371
ENSG00000196177.12,ENSG00000196177,ACADSB,36,10,1,123008979,123058290,protein_coding,0.377584094,4.640482957,29.21869573,1.96E-06,1.92E-05
ENSG00000196182.10,ENSG00000196182,STK40,83931,1,-1,36339624,36385924,protein_coding,-0.34696907,5.749309002,53.81866626,2.15E-09,7.58E-08
ENSG00000196187.12,ENSG00000196187,TMEM63A,9725,1,-1,225845536,225882380,protein_coding,-0.021058026,6.593991591,0.037177534,0.847911047,0.905235936
ENSG00000196188.11,ENSG00000196188,CTSE,1510,1,-1,206008535,206023909,protein_coding,-0.900296056,6.574096946,12.93053819,0.000909333,0.00364545
ENSG00000196196.3,ENSG00000196196,HRCT1,646962,9,1,35906202,35907136,protein_coding,0.916923743,1.826985294,10.20682281,0.920373728,0.952696083
ENSG00000196199.14,ENSG00000196199,MPHOSPH8,54737,13,1,19633659,19673441,protein_coding,0.171984643,5.38264812,6.916723191,0.011416908,0.030604128
ENSG00000196208.14,ENSG00000196208,GREB1,9687,2,1,11482341,11642788,protein_coding,0.539914308,0.518509666,5.140355958,0.027880403,0.064097803
ENSG00000196214.11,ENSG00000196214,ZNF766,90321,19,1,52269587,52296046,protein_coding,0.172815055,4.417413706,7.041061117,0.010746175,0.029124946
ENSG00000196220.16,ENSG00000196220,SRGAP3,9901,3,-1,8980591,9363053,protein_coding,0.880273156,3.156957834,38.53651402,1.17E-07,1.84E-06
ENSG00000196227.11,ENSG00000196227,FAM217B,63939,20,1,59933764,59948680,protein_coding,0.121467254,4.459591369,5.573449023,0.022310097,0.053444248
ENSG00000196230.13,ENSG00000196230,TUBB,203068,6,1,30717435,30725538,protein_coding,-0.571695761,10.10816897,28.32850323,2.62E-06,2.46E-05
ENSG00000196233.13,ENSG00000196233,LCOR,84458,10,1,96832254,96995956,protein_coding,-0.213263733,5.596285132,10.08214747,0.002604787,0.008930995
ENSG00000196235.14,ENSG00000196235,SUPT5H,6829,19,1,39436156,39476670,protein_coding,0.104649526,7.454394791,1.273659803,0.26464563,0.389295254
ENSG00000196236.13,ENSG00000196236,XPNPEP3,63929,22,1,40857077,40932815,protein_coding,-0.00544415,3.736721113,0.007638862,0.930713803,0.959787967
ENSG00000196247.11,ENSG00000196247,ZNF107,51427,7,1,64666099,64711577,protein_coding,-0.000713058,3.21393212,6.62E-05,0.993541884,0.996130196
ENSG00000196262.14,ENSG00000196262,PPIA,5478,7,1,44796680,44824564,protein_coding,-0.256943645,10.50698785,4.456431118,0.039961674,0.086360299
ENSG00000196263.8,ENSG00000196263,ZNF471,57573,19,1,56507850,56530221,protein_coding,0.325971254,1.052927274,0.965771268,0.331890531,0.461930714
ENSG00000196267.12,ENSG00000196267,ZNF836,162962,19,-1,52153864,52171643,protein_coding,0.386065265,2.079629188,15.19165825,0.000298585,0.001402348
ENSG00000196268.11,ENSG00000196268,ZNF493,284443,19,1,21397119,21427577,protein_coding,0.428773348,2.574288167,4.426223041,0.040612214,0.087555461
ENSG00000196275.14,ENSG00000196275,GTF2IRD2,84163,7,-1,74796151,74851605,protein_coding,0.749241082,2.377102775,34.15222966,4.23E-07,5.30E-06
ENSG00000196284.16,ENSG00000196284,SUPT3H,8464,6,-1,44809317,45377953,protein_coding,0.09789113,3.274267152,1.603949447,0.21140716,0.327053457
ENSG00000196290.15,ENSG00000196290,NIF3L1,60491,2,1,200889327,200903938,protein_coding,-0.218989492,4.431940535,13.9695843,0.00049105,0.002166537
ENSG00000196296.13,ENSG00000196296,ATP2A1,487,16,1,28878405,28904466,protein_coding,0.326420813,1.111090205,2.162711241,0.147868275,0.247603404
ENSG00000196305.17,ENSG00000196305,IARS1,3376,9,-1,92210207,92293854,protein_coding,-0.521177182,7.257568099,63.56290663,2.29E-10,1.38E-08
ENSG00000196313.11,ENSG00000196313,POM121,9883,7,1,72879349,72951440,protein_coding,-0.09897795,6.76024391,0.918213354,0.342708043,0.473124663
ENSG00000196323.14,ENSG00000196323,ZBTB44,29068,11,-1,130226677,130314917,protein_coding,0.006726407,5.590589489,0.020515186,0.886702368,0.931110657
ENSG00000196335.13,ENSG00000196335,STK31,56164,7,1,23710203,23832513,protein_coding,0.682732196,1.873069971,18.91376329,8.15E-05,0.000462886
ENSG00000196337.11,ENSG00000196337,CGB7,94027,19,-1,49054274,49058860,protein_coding,0.128650949,1.123020045,0.376544852,0.542332259,0.664389668
ENSG00000196338.12,ENSG00000196338,NLGN3,54413,X,1,71144821,71175255,protein_coding,0.983332418,0.570238603,26.31322532,5.09E-06,4.35E-05
ENSG00000196345.13,ENSG00000196345,ZKSCAN7,55888,3,1,44555193,44594173,protein_coding,0.777269872,-0.579685433,4.838288142,0.033617545,0.074930503
ENSG00000196352.15,ENSG00000196352,CD55,1604,1,1,207321519,207386804,protein_coding,-0.420386958,7.194736898,10.78184361,0.001908652,0.006837642
ENSG00000196357.11,ENSG00000196357,ZNF565,147929,19,-1,36182276,36246257,protein_coding,-0.011854997,1.724081499,0.010721514,0.917958608,0.951219513
ENSG00000196358.11,ENSG00000196358,NTNG2,84628,9,1,132162058,132244526,protein_coding,0.215152848,0.506399472,0.259511647,0.612771341,0.723339756
ENSG00000196363.9,ENSG00000196363,WDR5,11091,9,1,134135365,134159968,protein_coding,-0.299456373,6.178321286,30.8523363,1.17E-06,1.24E-05
ENSG00000196365.11,ENSG00000196365,LONP1,9361,19,-1,5691834,5720572,protein_coding,-0.273942301,7.040740613,17.96299909,0.000100698,0.000554088
ENSG00000196367.13,ENSG00000196367,TRRAP,8295,7,1,98877933,99050831,protein_coding,-0.182364987,7.334391435,3.808369306,0.05679849,0.115156708
